"","pf.33","pf.34","pf.69","pf.83","pf.98","pf.177","pf.243","pf.260","pf.263","pf.264","pf.277","pf.280","pf.338","pf.340","pf.341","pf.353","pf.354","pf.356","pf.357","pf.370","pf.371","pf.373"
"PF3D7_0510100",1,90,0,0,0,3,85,194,0,0,1,15,0,0,322,198,13,0,12,1,0,94
"PF3D7_0510200",0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"PF3D7_0510300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0510400",0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0510500",6,33,0,74,44,20,19,21,0,0,0,149,4,12,31,207,0,25,46,0,1,30
"PF3D7_0510700",54,0,0,44,0,40,0,0,94,169,69,0,229,191,0,0,145,39,0,24,49,0
"PF3D7_0510800",0,19,0,0,0,52,168,0,124,0,0,0,0,8,8,0,15,0,0,0,0,0
"PF3D7_0511000",41,0,0,29,0,16,0,0,26,14,0,0,17,100,0,0,302,36,0,255,294,0
"PF3D7_0511100",3,0,0,42,0,7,0,0,11,11,0,0,1,4,0,0,72,25,0,0,41,0
"PF3D7_0511200",0,0,0,85,0,14,0,490,13,4,0,0,4,528,0,2,4,0,0,1,0,0
"PF3D7_0511300",0,0,0,2,87,14,0,0,23,27,0,8,9,3,0,0,7,24,0,0,0,0
"PF3D7_0511400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0511500",49,191,343,34,295,71,586,536,136,171,0,665,246,427,1863,629,122,72,679,216,294,273
"PF3D7_0511600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0511700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0511800",79,0,0,364,0,115,1,245,340,280,1289,0,11,709,0,0,322,161,0,6,91,0
"PF3D7_0511900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"PF3D7_0512000",10,54,0,14,332,20,0,207,83,102,1739,78,0,110,169,22,66,1,121,0,57,0
"PF3D7_0512100",0,0,0,4,0,0,0,0,41,3,138,0,8,13,0,0,55,1,0,0,22,0
"PF3D7_0512200",0,0,0,0,0,24,0,0,14,0,0,0,7,46,0,0,0,0,0,0,83,6
"PF3D7_0512300",0,0,0,15,0,1,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0
"PF3D7_0512400",5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,36,0
"PF3D7_0512500",0,0,0,0,0,1,0,0,0,0,0,0,6,9,0,0,0,0,16,1,0,0
"PF3D7_0512600",0,0,0,0,0,0,0,0,27,0,0,0,53,0,0,0,0,1,0,0,50,0
"PF3D7_0512700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0512800",0,0,0,0,11,0,0,0,0,0,0,0,34,546,0,0,1,0,0,0,0,0
"PF3D7_0512900",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0513000",38,0,0,24,0,42,0,0,35,81,0,0,179,445,0,0,52,36,0,0,272,0
"PF3D7_0513100",1,0,0,0,0,2,0,0,11,17,20,0,10,5,0,0,54,0,0,7,22,0
"PF3D7_0513200",0,0,0,1,0,0,292,0,49,0,0,0,0,0,0,0,2,0,0,27,3,1
"PF3D7_0513300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0513400",0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"PF3D7_0513500",0,0,0,1,1,0,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0
"PF3D7_0513600",59,0,0,109,0,24,0,40,76,38,0,0,25,448,32,0,2,20,0,62,76,10
"PF3D7_0513700",3,0,0,45,0,95,0,0,92,157,2228,26,58,141,0,0,0,2,0,96,232,13
"PF3D7_0513800",10,0,0,81,0,0,0,0,14,86,0,0,0,241,0,0,129,105,0,0,306,0
"PF3D7_0513900",0,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,0,0,0,0
"PF3D7_0514000",52,122,0,2,0,23,1,680,166,169,0,63,28,0,0,77,18,14,363,0,41,127
"PF3D7_0514100",1,0,0,21,1,12,224,1,61,1,0,3,102,13,1,3,0,20,0,0,15,1
"PF3D7_0514200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
"PF3D7_0514300",5,0,38,3,4,52,3,13,4,0,0,0,0,6,0,0,14,1,2,0,11,18
"PF3D7_0514500",6,0,0,4,0,1,0,0,22,38,0,0,0,11,0,0,35,0,0,0,0,1
"PF3D7_0514600",0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,17,0,0,0,4
"PF3D7_0514700",0,48,0,0,2,0,13,0,0,0,0,44,0,0,34,0,0,0,0,0,0,527
"PF3D7_0514800",0,0,0,1,0,0,0,0,0,0,0,0,20,0,8,0,0,0,0,0,0,0
"PF3D7_0514900",0,0,0,10,0,11,0,0,0,11,0,0,0,0,0,0,69,0,0,0,14,0
"PF3D7_0515000",0,0,1,8,0,9,0,0,0,0,0,25,0,0,0,0,9,0,0,0,0,0
"PF3D7_0515100",0,0,0,0,0,1,0,1,0,7,0,0,15,10,0,0,0,3,0,0,0,0
"PF3D7_0515200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0515300",29,0,0,12,0,81,0,0,106,47,0,124,8,3,0,0,6,1,3,53,74,1
"PF3D7_0515400",22,0,0,300,0,182,1,0,341,125,0,0,115,1039,0,1,276,70,1,29,79,0
"PF3D7_0515500",55,18,0,33,0,1,63,94,26,9,0,301,1,18,1287,1,8,8,0,3,2,0
"PF3D7_0515600",5,19,0,0,0,36,2,10,11,52,1971,152,0,11,0,30,1,12,116,0,134,197
"PF3D7_0515700",25,0,0,1,0,42,0,0,0,0,0,0,304,109,0,2,0,2,0,0,79,193
"PF3D7_0515800",0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0
"PF3D7_0515900",2,0,0,0,0,0,120,170,0,8,0,0,0,0,0,0,0,0,0,6,0,0
"PF3D7_0516000",29,0,0,1,0,7,5,0,0,3,1,0,20,14,3,0,8,12,3,12,32,25
"PF3D7_0516100",0,0,2,15,0,1,0,0,0,17,0,0,0,1,0,0,20,9,0,0,0,0
"PF3D7_0516200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0
"PF3D7_0516300",46,1,22,31,9,27,0,0,113,1,0,0,2,1,0,129,0,1,0,2,13,0
"PF3D7_0516400",3,0,3,0,0,2,0,0,7,13,332,0,49,66,0,0,56,13,0,0,95,0
"PF3D7_0516500",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
"PF3D7_0516600",0,0,82,67,48,21,1,0,0,10,0,0,6,0,1,151,0,0,0,0,2,0
"PF3D7_0516700",0,1,0,0,5,0,156,0,0,0,0,0,0,15,0,0,39,0,0,0,80,0
"PF3D7_0516800",54,18,0,198,0,140,25,34,85,186,1,10,69,465,45,181,74,40,110,7,104,1
"PF3D7_0516900",0,165,460,59,2231,3,0,0,141,138,0,72,0,68,0,0,6,130,0,0,8,0
"PF3D7_0517000",0,0,0,0,0,0,339,0,0,29,0,0,51,0,0,0,3,21,0,0,0,0
"PF3D7_0517100",14,0,0,10,0,0,0,0,0,0,0,0,1,9,1,0,0,0,0,0,29,0
"PF3D7_0517200",1,0,0,19,0,0,0,0,29,0,0,2,52,31,0,0,1,0,0,0,56,0
"PF3D7_0517300",0,0,0,0,0,56,863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"PF3D7_0517400",0,86,0,0,0,11,450,1221,15,20,0,3,68,52,388,346,212,77,1215,218,37,1070
"PF3D7_0517500",75,0,0,180,0,82,0,0,43,125,99,0,12,77,0,0,230,103,0,38,39,1
"PF3D7_0517600",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0517700",30,25,24,16,13,21,29,40,32,18,7,64,240,73,40,42,116,119,513,28,88,238
"PF3D7_0517800",46,0,0,129,0,84,0,0,13,9,0,0,159,242,0,0,118,3,0,2,79,0
"PF3D7_0517900",0,59,0,0,0,9,0,0,0,0,0,0,35,93,511,0,6,0,0,0,0,0
"PF3D7_0518000",0,1,0,0,0,37,0,0,18,56,0,0,23,1,0,2,101,21,0,0,16,0
"PF3D7_0518100",0,0,0,3,27,41,0,0,0,2,0,0,42,218,132,0,8,167,0,10,39,1
"PF3D7_0518200",16,0,0,27,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,53,7,0
"PF3D7_0518300",0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,6,0
"PF3D7_0518400",0,0,0,0,0,0,78,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0
"PF3D7_0518500",0,0,0,0,0,104,26,15,3,0,3,4,0,2,0,1905,6,2,410,0,0,0
"PF3D7_0518600",1,25,0,2,0,39,44,667,52,96,138,967,2,105,1439,170,6,34,3,11,92,106
"PF3D7_0518700",4,151,0,50,0,30,602,1405,150,121,0,339,155,369,1090,304,31,21,555,3,247,697
"PF3D7_0518800",228,0,0,525,0,447,0,1,359,370,0,0,1013,2733,0,0,245,1170,0,4,715,0
"PF3D7_0518900",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0519000",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,5
"PF3D7_0519100",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0519200",257,128,0,608,0,158,28,470,134,188,0,464,237,1164,29,2,36,271,542,105,607,0
"PF3D7_0519300",0,0,0,0,2,1,1,1,0,2,0,0,0,1,0,0,2,0,0,0,0,2
"PF3D7_0519400",0,0,0,0,0,0,21,38,0,0,0,0,1,34,0,0,0,0,0,0,0,0
"PF3D7_0519500",2,3,2,3,4,4,12,49,15,31,0,27,7,81,0,0,2,7,93,1,18,0
"PF3D7_0519600",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,31,0
"PF3D7_0519700",4,0,18,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2
"PF3D7_0519800",0,0,96,61,0,0,107,0,0,0,0,0,0,0,0,2,3,0,36,62,0,8
"PF3D7_0519900",0,0,0,0,0,7,0,0,0,38,0,0,0,0,0,0,0,16,0,0,0,0
"PF3D7_0520000",0,0,0,0,17,0,0,0,136,0,0,161,0,363,0,0,53,0,0,0,0,0
"PF3D7_0520100",1,0,0,0,0,1,0,0,0,0,0,73,7,0,10,0,0,0,2,20,89,0
"PF3D7_0520200",0,0,0,39,0,0,0,14,0,18,0,0,0,0,33,52,0,0,0,0,16,15
"PF3D7_0520300",0,0,0,0,0,0,0,0,12,35,0,0,44,7,0,0,28,0,0,0,11,0
"PF3D7_0520400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0520500",0,0,277,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0520600",0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"PF3D7_0520700",0,28,1,0,0,0,0,0,0,23,0,0,3,1,1,0,2,0,0,0,0,2
"PF3D7_0520800",0,28,0,0,0,0,0,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0520900",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0
"PF3D7_0521000",0,98,5,0,269,47,408,233,2,37,0,173,94,26,1195,58,22,41,842,0,26,168
"PF3D7_0521100",0,11,0,0,0,0,84,43,0,18,0,240,0,0,0,6,0,1,27,0,0,9
"PF3D7_0521200",0,1,0,0,4,0,0,0,0,0,0,0,0,17,0,0,0,22,0,0,0,25
"PF3D7_0521300",0,8,0,8,94,3,0,98,1,14,0,163,17,1,39,772,0,1,0,1,19,25
"PF3D7_0521400",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0521500",0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"PF3D7_0521600",0,0,0,0,0,0,0,0,6,0,0,9,7,0,0,0,0,0,0,0,0,1
"PF3D7_0521700",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0521800",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0,0
"PF3D7_0521900",7,75,0,95,0,3,16,533,0,10,505,238,39,48,478,311,10,1,235,0,45,239
"PF3D7_0522000",0,0,0,1,1,0,0,0,2,1,1,0,0,3,870,0,17,1,0,0,0,0
"PF3D7_0522100",0,0,0,10,0,5,0,0,68,0,0,0,1,0,0,0,1,1,225,0,0,0
"PF3D7_0522200",5,27,0,27,0,3,0,73,0,13,0,0,0,13,0,0,1,49,0,0,0,0
"PF3D7_0522300",0,0,24,0,0,0,4,0,0,51,0,0,0,2,0,0,1,0,0,1,0,0
"PF3D7_0522400",27,0,1,112,0,85,271,97,220,290,3022,0,460,48,266,764,127,167,29,113,235,82
"PF3D7_0522500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0522600",0,0,0,0,0,1,0,0,0,25,0,0,2,0,0,0,0,109,3,0,61,0
"PF3D7_0522700",0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0
"PF3D7_0522800",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"PF3D7_0522900",8,0,0,4,0,53,21,0,85,14,0,49,24,77,0,0,178,16,0,25,38,5
"PF3D7_0523000",65,0,81,60,0,123,0,0,163,124,0,0,232,572,0,0,345,134,0,84,318,27
"PF3D7_0523100",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,207
"PF3D7_0523200",0,0,0,9,0,0,56,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
"PF3D7_0523300",6,13,0,0,0,0,0,0,0,0,0,0,91,315,2,0,0,0,0,0,0,0
"PF3D7_0523400",32,0,36,23,0,18,0,0,42,0,11,8,93,133,0,0,9,6,137,0,2,72
"PF3D7_0523500",0,0,0,17,0,4,0,0,0,0,0,60,0,1,0,0,2,0,0,98,34,144
"PF3D7_0523600",0,2,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0
"PF3D7_0523700",0,0,1,2,0,7,0,0,0,0,0,0,9,0,0,0,0,19,0,0,11,0
"PF3D7_0523800",3,35,0,91,0,0,4,0,6,25,0,0,5,0,1,0,0,0,0,0,51,0
"PF3D7_0523900",0,0,0,0,0,0,0,0,0,22,1,0,0,1,4,0,0,14,0,0,0,0
"PF3D7_0524000",0,2,8,2,5,6,35,1,9,1,4,0,2,3,1,1,1,0,2,0,3,4
"PF3D7_0524100",0,1,3,0,1,28,1,211,1,32,2,0,19,46,6,1,3,6,28,1,51,5
"PF3D7_0524200",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0524300",0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,28,35,0,0,0,0,0
"PF3D7_0524400",0,0,1,22,0,0,0,0,0,19,0,0,0,0,2,0,0,1,1,0,0,0
"PF3D7_0524500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0
"PF3D7_0524600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,15,0,0,0,0
"PF3D7_0524700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PF3D7_0524800",0,0,1,1,24,2,0,0,13,10,0,0,0,0,0,0,0,2,0,0,0,1
"PF3D7_0524900",62,0,0,0,264,38,0,0,8,0,0,0,23,0,0,2,0,0,2,1,52,1
"PF3D7_0525000",0,8,0,0,1431,0,0,0,0,15,0,0,0,115,0,0,2,12,1,0,14,0
"PF3D7_0525100",2,1,0,5,10,8,1,0,1,129,0,360,104,537,10,3,246,42,0,50,295,48
"PF3D7_0525200",1,2,0,1,0,1,195,0,3,59,0,7,24,1,2,0,0,0,0,12,12,13
"PF3D7_0525300",2,0,6,25,1,6,0,0,54,16,84,0,56,50,0,0,164,29,1,28,54,0
"PF3D7_0525400",25,0,0,23,0,3,0,0,0,40,0,0,0,1,18,2,0,0,0,0,15,0
"PF3D7_0525500",0,0,25,2,0,18,0,0,2,1,0,182,1,0,0,0,1,1,1,0,7,1
"PF3D7_0525600",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0
"PF3D7_0525700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0525800",0,0,0,0,0,0,0,0,0,0,0,0,22,98,0,0,0,0,0,0,82,0
"PF3D7_0525900",15,0,0,9,0,16,0,0,34,139,0,0,29,8,0,0,1,11,0,0,9,0
"PF3D7_0526000",6,1,0,0,0,0,7,0,2,6,0,1,4,19,0,0,0,0,1,1,0,5
"PF3D7_0526100",6,0,0,10,0,4,0,1,4,13,0,83,56,33,165,0,6,24,0,0,42,0
"PF3D7_0526200.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0526200.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0526300",13,0,34,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PF3D7_0526400",20,0,0,0,0,0,2,0,5,0,0,0,0,20,0,0,11,1,0,0,0,0
"PF3D7_0526500",2,0,0,4,0,0,22,0,0,1,0,44,25,296,1,6,1,33,1,3,53,0
"PF3D7_0526600",6,148,23,51,55,41,26,11,5,4,3,0,64,15,47,4,7,43,0,0,36,10
"PF3D7_0526700",0,1,0,1,0,0,0,0,0,1,0,0,67,0,0,0,0,0,0,0,0,0
"PF3D7_0526800",0,0,0,0,5,0,298,332,1,0,1,0,0,0,7,0,0,45,0,26,44,22
"PF3D7_0526900",0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0527000",2,612,1,177,3,84,1291,2772,443,0,7,1640,66,707,3301,27,71,24,2874,4,284,1283
"PF3D7_0527100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PF3D7_0527200",0,1,36,5,339,0,0,0,92,0,0,0,0,0,1,5,0,0,10,0,0,0
"PF3D7_0527300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"PF3D7_0527400",0,0,0,14,116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"PF3D7_0527500",12,0,28,49,0,9,1,73,0,58,0,0,1,0,2,0,3,0,0,2,0,1
"PF3D7_0527600",8,0,0,88,0,53,1,1,23,107,3,1,176,884,1,1,193,28,1,8,69,0
"PF3D7_0527900",0,0,0,6,1,2,0,1,1,21,121,0,59,40,44,31,94,63,96,17,33,127
"PF3D7_0528000",17,0,0,5,0,0,147,0,0,2,0,64,0,15,0,0,64,11,0,15,50,0
"PF3D7_0528100",0,0,1,50,0,0,1,0,32,26,0,0,76,72,0,329,0,0,4,3,15,27
"PF3D7_0528200",0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0
"PF3D7_0528300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"PF3D7_0528400",0,0,0,0,0,92,0,1,56,2,0,0,6,163,0,0,13,1,30,0,85,0
"PF3D7_0528500",0,0,0,12,0,8,0,1,153,9,0,1,0,0,0,0,0,3,0,0,1,0
"PF3D7_0528600",3,0,70,3,0,0,0,0,6,0,1,0,0,45,0,0,0,4,0,39,2,0
"PF3D7_0528700",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PF3D7_0528800",0,0,0,0,0,14,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0
"PF3D7_0528900",17,0,0,1,0,19,0,0,69,4,0,0,154,143,215,0,148,120,0,29,33,309
"PF3D7_0529000",0,0,0,1,3,39,1,804,1,1,0,67,0,0,0,2,68,0,1,0,0,173
"PF3D7_0529100",0,0,1,1,3,0,3,0,2,3,0,0,1,0,0,0,2,0,0,0,0,1
"PF3D7_0529200",4,2,1,6,12,2,7,10,5,11,7,0,4,8,2,4,3,1,14,3,2,10
"PF3D7_0529300",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,1,0,0,0,0,0
"PF3D7_0529400.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0529400.1",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0529500",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"PF3D7_0529700",1,0,0,1,0,0,1,2,0,22,0,0,0,7,0,0,0,0,0,1,9,23
"PF3D7_0529800",11,37,0,0,43,19,337,41,0,81,0,287,0,29,0,2,79,47,87,0,24,4
"PF3D7_0529900",5,60,0,20,0,15,0,164,109,205,0,247,0,1,0,0,0,0,0,0,0,2
"PF3D7_0530000",0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,0,1,0,0,0,0,0
"PF3D7_0530100",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"PF3D7_0530200",2,3,7,4,14,7,9,14,24,1,1,6,68,11,33,0,3,3,1,1,0,24
"PF3D7_0530300",16,2,0,7,0,1,0,0,20,17,0,66,18,9,0,71,0,3,0,1,1,0
"PF3D7_0530400",0,0,0,15,0,0,0,33,2,6,0,80,0,1,0,0,0,0,1,0,0,1
"PF3D7_0530500",1,0,0,4,0,0,0,0,5,8,0,0,0,17,0,0,0,0,1,7,0,0
"PF3D7_0530600",9,0,12,48,0,0,0,0,18,32,0,1,0,16,19,0,0,0,0,0,7,0
"PF3D7_0530700",0,0,0,9,0,17,2,564,0,17,2,0,5,0,21,0,153,6,0,0,38,2
"PF3D7_0530750",0,0,0,0,0,14,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0530800",170,0,0,189,0,121,1,0,223,322,0,0,162,3229,1,0,312,359,2,0,278,2
"PF3D7_0530900",47,2,16,208,16,66,50,16,98,240,18,466,424,410,42,18,217,142,30,26,384,67
"PF3D7_0531000",3,5,0,0,0,0,1,0,0,0,0,30,0,0,0,0,39,0,62,0,0,0
"PF3D7_0531100",0,0,1,32,0,25,8,470,1,23,1,9,2,72,65,122,143,26,273,72,126,3
"PF3D7_0531200",0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,10,0,0,20,0
"PF3D7_0531300",0,0,0,0,0,1,0,0,30,0,0,0,0,18,0,13,0,0,0,0,0,0
"PF3D7_0531400",2,0,0,0,0,7,0,1,0,0,1,15,0,0,1,0,0,8,1,0,0,0
"PF3D7_0532100",0,1,932,0,2131,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0532200",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0,0,0
"PF3D7_0532300",1,1,6089,0,5900,0,0,0,0,1,0,581,0,0,0,0,0,0,0,0,0,1
"PF3D7_0532400",0,0,428,0,2588,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PF3D7_0532500",0,0,5,0,318,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"PF3D7_0532600",0,0,158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0532900",0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0
"PF3D7_0400100",0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,4,0
"PF3D7_0400300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"PF3D7_0400400",0,0,0,2,0,5,0,3,25,6,11,9,0,14,133,0,15,1,0,0,0,1
"PF3D7_0400500",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0400700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0400800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0400900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401000",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401200",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401400",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401600.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401600.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401800",0,0,71,0,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0401900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0402000",0,0,0,0,12,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
"PF3D7_0402100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0402300",0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,4,0,0,0,0,0,0
"PF3D7_0402400",1,0,0,0,0,0,45,0,0,0,0,0,14,0,0,0,0,0,34,0,0,66
"PF3D7_0402600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0402900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0403100",0,0,0,12,0,0,0,0,1,6,0,0,0,43,0,0,0,0,0,0,1,0
"PF3D7_0403200",14,0,17,0,127,7,5,0,7,28,0,8,36,98,12,26,0,0,0,0,1,11
"PF3D7_0403300",0,0,0,0,1,0,0,29,4,0,0,34,0,0,0,0,0,0,0,0,5,0
"PF3D7_0403400",0,0,17,0,2,14,21,0,4,29,0,0,17,25,0,49,92,46,10,1,19,141
"PF3D7_0403500",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PF3D7_0403600",43,0,0,0,0,4,0,0,0,0,0,0,0,13,0,10,0,0,0,13,5,189
"PF3D7_0403700",5,43,269,13,176,5,122,40,31,14,0,183,67,8,243,37,0,0,97,4,46,196
"PF3D7_0403800",15,0,0,107,0,31,0,0,1,286,4972,0,70,331,0,0,1,13,0,2,136,0
"PF3D7_0403900",0,75,0,18,0,23,3,13,0,4,0,242,30,175,23,21,0,17,1160,0,0,582
"PF3D7_0404000",0,0,0,17,0,4,0,0,34,54,966,1,0,0,0,0,0,0,0,0,0,0
"PF3D7_0404100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0
